ID;Tag;Start;Dauer;Avg. HR;RMSSD;SDNN;pNN50;RRmin;RRmean;RRmax;LF;HF;LF/HF;Total
447;23.06.15;06:38:58;0:10:58.212000;47.11647192;129.74;163.06;36.6;700;1273.44;1932;5736.04;4321.94;1.33;10333.81
448;22.06.15;06:20:11;0:10:06.224000;41.2597992;140.11;147.36;38.59;1136;1454.2;1830;3240.18;4169.23;0.78;7614.11
449;21.06.15;07:03:33;0:11:12.354000;47.08910829;124.98;157.55;34.66;991;1274.18;1753;3132.61;4186.08;0.75;7514.2
450;20.06.15;07:05:51;0:11:34.210000;46.00909446;112.84;139.61;35.48;1000;1304.09;1741;1777.22;3737.32;0.48;5695.76
451;19.06.15;06:34:46;0:10:04.552000;44.29221048;81.27;127.71;27.17;1059;1354.64;1718;3710.7;1259.15;2.95;5275.63
452;18.06.15;06:24:09;0:10:05.810000;48.59952372;138.98;161.18;35.43;920;1234.58;2153;6043.03;4763;1.27;11367.14
453;17.06.15;06:26:14;0:12:11.779000;48.71513823;145.99;156.45;31.36;700;1231.65;2110;2544.08;3461.84;0.73;6398.86
454;16.06.15;06:40:08;0:11:25.002000;47.30406263;109.49;131.15;34.42;1031;1268.39;1790;2451.85;3126.38;0.78;5937.66
455;15.06.15;06:38:00;0:11:06.139000;40.16037376;108.14;130.72;35.39;1154;1494.01;1850;6471.8;1608.87;4.02;8377.83
456;14.06.15;07:16:54;0:11:05.249000;45.22942626;115.89;144.8;36.97;1044;1326.57;1745;1830.57;3016.5;0.61;5460.75
457;13.06.15;06:59:55;0:10:55.486000;44.02700323;118.47;147.16;36.42;998;1362.8;1803;3305.9;3668.45;0.9;7429.86
458;12.06.15;06:28:44;0:11:50.049000;46.82159412;121.15;122.03;36.93;1018;1281.46;1749;1663.91;4401.2;0.38;6181.47
459;11.06.15;06:26:35;0:10:26.145000;42.38724992;124.11;148.76;37.76;1103;1415.52;1839;1808.8;3652.49;0.5;5722.72
460;10.06.15;06:28:46;0:09:11.835000;41.97536046;146.37;136.32;40.79;1144;1429.41;1892;2653.46;6179.62;0.43;9038.49
461;09.06.15;06:44:35;0:11:11.487000;40.46507864;153.11;159.97;38.75;1059;1482.76;1841;7516.13;4695.96;1.6;13068.05
462;08.06.15;06:47:37;0:11:07.880000;42.30714991;140.17;140.75;36.15;1127;1418.2;1836;5282.68;5059.19;1.04;10625.13
463;07.06.15;06:56:55;0:12:26.633000;44.68940861;116.5;132.14;38.07;1038;1342.6;1738;3476.74;4163.17;0.84;7844.87
464;06.06.15;07:09:59;0:11:32.313000;48.47505554;91.97;146.86;31.16;949;1237.75;1679;2102.44;2794.92;0.75;4964.2
465;05.06.15;06:37:09;0:11:38.386000;44.08911881;122.51;171.03;37.75;1000;1360.88;1934;4172.08;3674.12;1.14;8211.85
466;04.06.15;06:52:14;0:10:53.227000;43.27099906;136.64;147.93;40.43;700;1386.61;1793;2104.16;4981.45;0.42;7159.84
467;03.06.15;06:35:28;0:11:05.126000;45.39608081;107.69;115.2;39.2;1057;1321.7;1775;1106.74;3051.31;0.36;4499.01
468;02.06.15;06:32:09;0:11:41.789000;41.78098408;121.85;132.91;36.36;1148;1436.06;1854;1796;4623.89;0.39;6531.57
469;01.06.15;06:46:05;0:11:07.247000;41.74232463;131.1;150.31;38.78;1089;1437.39;1893;3616.39;4249.4;0.85;8170.08
470;31.05.15;07:17:30;0:11:58.898000;46.43315947;109.86;128.31;38.55;1033;1292.18;1729;1606.65;3684.23;0.44;5517.18
471;30.05.15;07:48:36;0:11:34.657000;43.01106101;134.82;134.49;38.98;1065;1394.99;1771;2723.52;4868.88;0.56;7867.6
472;29.05.15;07:31:40;0:12:56.281000;47.84078586;93.49;123.14;25;1028;1254.16;1793;2033.53;1780.61;1.14;3948.54
473;28.05.15;06:41:17;0:13:16.734000;42.70249881;125.62;116.24;39.82;1137;1405.07;1795;1712.92;4125.04;0.42;6002.28
474;27.05.15;06:32:15;0:11:40.534000;41.24278251;135.02;137.71;41.95;1043;1454.8;1795;2006.56;4458.94;0.45;6740.15
475;26.05.15;06:29:22;0:12:22.851000;41.24533412;144.87;144.87;42;1154;1454.71;1861;3125.18;4910.05;0.64;8292.28
476;24.05.15;07:24:23;0:11:25.935000;45.66314299;120.95;139.5;36.12;988;1313.97;1722;2254.13;3939.45;0.57;6754.12
477;23.05.15;07:00:48;0:11:18.553000;44.80152923;120.37;160.97;36.55;985;1339.24;1790;1626.66;3667.64;0.44;5414
478;22.05.15;06:28:47;0:11:28.239000;46.57228018;104.67;138.33;35.85;967;1288.32;1740;2777.81;3266.01;0.85;6650.78
479;21.05.15;06:27:44;0:11:30.376000;45.30866528;122.95;135.75;38.97;1022;1324.25;1743;3068.62;3829.28;0.8;7057.34
480;20.05.15;06:28:54;0:11:45.146000;46.33240411;172.82;163.83;36.13;631;1294.99;2199;4025.29;6153.6;0.65;10634.07
481;19.05.15;06:27:15;0:11:35.215000;43.0650857;148.89;157.67;40.45;1070;1393.24;1782;3351;6346.4;0.53;9877.03
482;18.05.15;06:26:45;0:11:06.516000;42.77769856;138.16;150.75;39.96;1012;1402.6;1881;2826.93;4501.86;0.63;7780.94
483;17.05.15;06:51:19;0:11:28.285000;42.54413954;125.12;167.26;38.83;1049;1410.3;1863;3052.91;3852.52;0.79;7347.32
484;16.05.15;07:03:53;0:11:21.446000;43.68274677;115.92;139.61;36.81;1080;1373.54;1770;2995.62;3490.09;0.86;6856.79
485;15.05.15;06:47:34;0:11:44.115000;40.79329358;146.23;155.74;41.35;1064;1470.83;1866;4947.72;5340.95;0.93;10685.33
486;14.05.15;07:17:24;0:06:47.504000;44.89438596;130.34;155.9;39.13;1048;1336.47;1767;2372.6;5418.48;0.44;7954.71
487;13.05.15;06:23:53;0:10:39.432000;44.61265066;114.26;143.38;37.07;1051;1344.91;1723;4043.52;3565.31;1.13;8507.41
488;12.05.15;06:40:20;0:10:30.141000;42.9504066;156.27;176.32;40.46;889;1396.96;1891;7003.23;5526.55;1.27;13399.38
489;11.05.15;06:38:06;0:11:36.125000;41.59070586;128.92;148.22;38.48;1071;1442.63;1794;4450;3529.54;1.26;8296.34
490;10.05.15;06:47:05;0:11:26.661000;43.87119417;118.45;165.25;37.17;1006;1367.64;1815;3346.01;3670.55;0.91;7507.98
491;09.05.15;06:57:37;0:11:22.700000;46.070211;109.82;154.37;33.85;1008;1302.36;1767;3900.11;2839.28;1.37;7168.09
492;08.05.15;06:31:13;0:10:43.646000;45.92774036;114.42;173.07;33.03;828;1306.4;1868;3304.69;2861.91;1.15;6721.71
493;07.05.15;06:29:23;0:11:38.654000;46.93109733;100.79;126.08;34.08;943;1278.47;1695;1840.33;3074.27;0.6;4974.79
494;06.05.15;06:30:03;0:12:11.554000;47.26828692;153.37;146.75;36.13;700;1269.35;2122;3020.31;3462.12;0.87;6789.84
495;05.05.15;06:34:37;0:11:06.102000;46.90761545;105.68;118.16;33.4;1053;1279.11;1803;5258.03;2953.49;1.78;8433.06
496;04.05.15;06:33:54;0:11:15.515000;41.41301197;121.9;125.58;41.7;1120;1448.82;1825;2319.21;3806.61;0.61;6562.81
497;03.05.15;06:48:30;0:13:08.530000;44.77545111;114.45;124.64;38.22;1063;1340.02;1781;2215.35;3644.61;0.61;5943.38
498;02.05.15;07:27:45;0:12:18.420000;44.71438685;116.25;145.62;38.56;1010;1341.85;1709;2116.78;3451.89;0.61;5909.41
499;01.05.15;07:28:21;0:11:07.951000;48.50679904;94.38;110.47;34.48;977;1236.94;1620;2940.1;2588.21;1.14;5795.92
500;30.04.15;06:23:21;0:10:59.824000;42.58339248;106.33;146.87;36.03;1020;1409;1891;3887.23;2831.68;1.37;6919.27
501;29.04.15;06:20:52;0:11:16.802000;43.24137335;139.93;154.3;38.68;1010;1387.56;2174;2218.01;4072.11;0.54;6456.31
502;28.04.15;06:42:16;0:10:57.036000;42.79325864;143.58;154.41;39.52;1073;1402.09;1852;2390.38;4842.38;0.49;7141.77
503;27.04.15;06:43:32;0:11:02.530000;41.05371194;120.97;141.39;37.44;1073;1461.5;1953;3613.25;3333.58;1.08;7301.93
504;26.04.15;07:14:00;0:10:56.199000;42.9571717;116.46;159.71;38.36;1018;1396.74;1855;2975.35;3758.24;0.79;6975.52
505;25.04.15;06:52:03;0:11:46.082000;44.74539868;128.02;159.37;37.4;1020;1340.92;1813;2931.79;5343.86;0.55;9029.51
506;24.04.15;06:34:26;0:11:06.066000;45.64994104;141.31;164.4;40.62;923;1314.35;1895;4813.19;6210.47;0.78;11939.12
507;23.04.15;06:29:04;0:10:03.434000;44.85947769;129.79;145.5;40.87;995;1337.51;1837;2207.72;4973.3;0.44;7568.23
508;22.04.15;06:25:12;0:12:44.284000;41.89388279;122.82;139.51;36.5;1128;1432.19;1898;3736.05;3453.72;1.08;7367.88
509;21.04.15;06:33:12;0:11:31.447000;45.06432933;118.63;133.76;38.05;1053;1331.43;1701;1939.01;3292.22;0.59;5361.19
510;20.04.15;06:23:44;0:11:23.656000;40.29252372;158.36;151.84;42.22;1133;1489.11;1903;5160.44;6427.85;0.8;11893.46
511;19.04.15;07:43:22;0:11:03.092000;47.99616031;102.39;145.61;32.43;962;1250.1;1661;2223.32;2580.03;0.86;4901.17
512;18.04.15;07:00:38;0:10:07.733000;53.0349235;74.18;112.01;23.12;897;1131.33;1473;808.81;2412.44;0.34;3456.45
513;17.04.15;06:35:39;0:11:44.151000;45.54874855;123.93;134.35;39.54;1042;1317.27;1700;3722.69;4149.2;0.9;8048.03
514;16.04.15;06:22:12;0:11:23.206000;42.68123519;148.18;163.73;36.62;943;1405.77;1820;4795.72;5385.19;0.89;10320.01
515;15.04.15;06:23:36;0:12:12.283000;44.50477314;126.61;141.65;36.13;1027;1348.17;1906;5319.79;4448.13;1.2;10269.13
516;14.04.15;06:33:34;0:11:54.027000;47.54471184;121.18;140.58;34.44;941;1261.97;1902;3673.19;3828.88;0.96;8019.72
517;13.04.15;06:41:42;0:11:36.084000;46.69406052;156.81;177.29;36.48;950;1284.96;2059;13570.1;7320.9;1.85;22318.35
518;12.04.15;06:35:15;0:11:14.267000;46.75774035;110.32;126.86;33.85;1004;1283.21;1720;1467;3482.47;0.42;5151.96
519;11.04.15;06:58:36;0:11:13.802000;46.40407118;118.22;137.02;37.52;1006;1292.99;1691;1862.37;3832.79;0.49;6015.15
520;10.04.15;06:33:35;0:10:32.211000;50.72794603;84.39;108.43;29.39;902;1182.78;1501;1298.52;1660.1;0.78;3419.8
521;09.04.15;06:33:53;0:12:49.731000;47.1198021;177.61;165.31;40.14;952;1273.35;2177;6133.59;10737.79;0.57;16906.55
522;08.04.15;06:33:17;0:12:32.326000;44.54772918;121.58;149.39;38.49;993;1346.87;1832;4354.92;4280.91;1.02;8929.65
523;07.04.15;06:43:12;0:11:00.187000;44.35278203;112.91;127.53;34.24;1091;1352.79;1683;2831.11;2450.01;1.16;5542.97
524;06.04.15;07:23:18;0:12:10.929000;45.92492805;148.47;144.88;37.69;1004;1306.48;2156;3202.63;4921.99;0.65;8098.43
525;05.04.15;07:27:36;0:12:18.589000;44.92262079;137.4;138.15;40.99;1035;1335.63;1761;2709.76;4867.65;0.56;7905.55
526;04.04.15;07:34:30;0:10:23.160000;45.14638716;135.64;119.58;40.44;1087;1329.01;1664;1736.48;4539.64;0.38;6549.85
527;03.04.15;07:14:41;0:12:12.268000;45.55635701;122.39;145.71;36.98;1035;1317.05;1808;2556.96;4506.26;0.57;7500.36
528;02.04.15;06:43:04;0:10:22.583000;46.0429888;112.77;127.54;35.53;1069;1303.13;1722;1159.89;4180.41;0.28;5569.46
529;01.04.15;06:43:37;0:11:56.843000;43.79402212;142.18;173.76;36.31;1047;1370.05;1797;4372.15;5806.74;0.75;10361.65
530;31.03.15;06:34:26;0:10:36.744000;43.40466166;135.91;142.34;40.31;1065;1382.34;1834;1264.35;4430.75;0.29;5803.77
531;30.03.15;06:36:42;0:10:41.388000;41.45134993;156.8;151;42.01;1132;1447.48;1889;2630.38;6654.14;0.4;9552.18
532;29.03.15;07:26:23;0:09:03.622000;43.64810895;135.01;153.47;38.46;1081;1374.63;1867;3116.37;5191.42;0.6;8312.63
533;28.03.15;06:01:39;0:11:15.562000;44.62658703;138.57;171.42;36.97;1042;1344.49;1852;2917.32;4915.82;0.59;8165.37
534;27.03.15;05:20:00;0:10:39.115000;44.37475964;149.44;160.87;38.63;1020;1352.12;1868;2528.24;6248.37;0.4;9171.02
535;25.03.15;05:36:51;0:11:47.568000;46.31595199;120.65;141.93;38.75;1030;1295.45;1710;1362.58;3654.68;0.37;5123.96
536;24.03.15;05:37:39;0:11:18.448000;44.18489907;147.62;154.53;38.37;1068;1357.93;1826;3262.09;7434.96;0.44;10992.42
537;23.03.15;05:38:49;0:11:48.129000;45.8256639;118.19;139.52;36.11;991;1309.31;1742;2062.91;3967.07;0.52;6382.89
538;22.03.15;05:51:15;0:11:31.100000;44.48002847;133.62;154.39;39.53;940;1348.92;1783;1388.82;5559.43;0.25;7161.37
539;21.03.15;06:15:04;0:10:37.060000;44.07778259;123.43;141.28;38.13;1032;1361.23;1770;1532.72;3818.26;0.4;5518.22
540;20.03.15;05:38:40;0:10:53.621000;46.50045338;133.57;129.7;38.03;900;1290.31;1615;1832.36;5136.28;0.36;6974.3
541;19.03.15;05:19:03;0:11:15.181000;41.82292175;156.83;179.19;38.16;1033;1434.62;2028;5500.07;6633.5;0.83;12389.22
542;18.03.15;05:19:49;0:11:13.203000;44.9876284;136.07;143.88;39.47;1010;1333.7;1827;1874.47;4629.09;0.4;6581.41
543;17.03.15;05:30:57;0:11:19.368000;44.02829552;134.4;165.68;40.73;955;1362.76;1856;2188.32;4802.9;0.46;7249.16
544;16.03.15;05:37:09;0:11:30.609000;44.95830118;142.84;170.8;38.74;700;1334.57;1805;2445.55;5048.64;0.48;7684.54
545;14.03.15;04:28:07;0:06:52.783000;43.77038058;158.64;125.12;45.95;1129;1370.79;1678;1154.57;5576.42;0.21;6862.7
546;13.03.15;05:34:23;0:11:19.802000;48.14559227;139.82;144.29;35.74;969;1246.22;1789;3279.34;5133.94;0.64;9197.83
547;12.03.15;05:20:35;0:12:00.715000;41.38673141;185.45;175.34;44.19;1044;1449.74;1928;4854.52;7548.29;0.64;13557.12
548;11.03.15;05:04:43;0:11:13.543000;43.12916466;149.98;148.1;40.84;996;1391.17;1821;2177.64;5112;0.43;7331.3
549;10.03.15;05:40:00;0:11:43.313000;44.02183483;139.9;150.8;39.6;984;1362.96;1828;2581.02;4624.38;0.56;7554.42
550;09.03.15;05:36:21;0:11:08.437000;45.87296248;126.11;159;38.48;950;1307.96;1789;3804.84;4266.64;0.89;8724.61
551;08.03.15;05:55:07;0:12:19.157000;47.93480866;110.9;129.11;36.68;942;1251.7;1728;2742.43;3505.81;0.78;6518.88
552;07.03.15;06:31:53;0:10:17.978000;50.97272959;99;118.25;28.63;917;1177.1;1746;1904.71;2970.92;0.64;5592.65
553;06.03.15;05:40:10;0:11:43.604000;47.12461319;123.16;162.34;35.02;955;1273.22;1816;3955.31;5045.2;0.78;9757.16
554;05.03.15;05:21:43;0:11:27.146000;47.80000478;125.79;154.65;35.98;940;1255.23;1928;2651.25;4265.42;0.62;7198.21
555;04.03.15;05:37:31;0:11:19.446000;42.91507821;131.19;147.61;40.08;1130;1398.11;1907;2108.93;4907.71;0.43;7321.37
556;03.03.15;05:49:08;0:11:15.186000;41.20256555;143.37;134.87;42.61;1121;1456.22;1818;2161.89;4647.29;0.47;7223.97
557;02.03.15;05:48:25;0:11:59.397000;43.30754129;122.6;141.21;36.38;1102;1385.44;1809;2532.21;4123.2;0.61;6905.28
558;01.03.15;06:02:26;0:11:46.702000;44.4635473;116.01;155.04;37.41;882;1349.42;1744;2500.88;3459.34;0.72;6053.27
559;28.02.15;06:07:51;0:11:56.851000;41.52622727;129.26;130.43;39.55;1142;1444.87;1837;2153.56;4704.39;0.46;7011.05
560;27.02.15;05:47:55;0:10:33.921000;44.90681835;127.74;143.51;37.74;949;1336.1;1679;1490.03;4396.75;0.34;6202.66
561;26.02.15;05:23:53;0:12:11.591000;42.59397295;150.28;150.19;43;1030;1408.65;1858;1551.28;5283.34;0.29;7117.77
562;25.02.15;05:45:59;0:11:20.961000;42.57130694;121.85;135.7;38.51;1107;1409.4;1806;1568.39;4165.95;0.38;6093.61
563;23.02.15;07:36:30;0:12:12.876000;51.94265531;73.45;74.31;26.91;944;1155.12;1436;1463.46;1131.88;1.29;2689.19
564;17.02.15;10:32:27;0:23:55.177000;53.79429063;78.99;149.33;20.98;635;1115.36;1672;5945.21;1519.27;3.91;8286.47
